"year","month","PCP","TAVG","PDSI","PHDI","ZNDX","PMDI","SP01","SP02","SP03","SP06","SP09","SP12","SP24","TMIN","TMAX"
1911,9,2.58,68.2,0.59,-1.98,-0.82,-1.06,-0.14,1.02,0.49,-0.33,-0.49,-0.67,-1.41,58,78.3
1911,10,3.81,54.8,0.63,-1.67,0.3,-0.63,0.45,0.05,1.02,-0.09,-0.54,-0.7,-0.97,44.9,64.7
1911,11,2.92,40.4,0.67,-1.39,0.33,-0.22,0.23,0.37,0.04,0.6,-0.27,-0.41,-0.68,30.1,50.7
1911,12,2.89,38,0.7,-1.16,0.28,0.09,0.11,0.15,0.3,0.53,-0.07,-0.26,-0.72,28.8,47.1
1912,1,2.01,22.3,0.4,-1.26,-0.67,-0.27,-0.54,-0.33,-0.13,0.66,-0.19,-0.59,-1,12.9,31.7
1912,2,2.11,27.9,0.27,-1.22,-0.27,-0.32,-0.13,-0.54,-0.37,-0.28,0.31,-0.43,-1.06,18.2,37.6
1912,3,5.98,39,1.47,1.47,3.7,1.47,1.8,1.21,0.78,0.65,0.78,0.22,-0.35,28.8,49.1
1912,4,2.26,54.2,0.89,0.89,-1.3,0.11,-0.59,0.93,0.66,0.34,0.84,0.09,-0.67,42.1,66.4
1912,5,5.51,63,1.36,1.36,1.69,1.36,0.97,0.37,1.28,0.64,0.43,0.81,-0.38,50,76.1
1912,6,3.47,68.1,1.32,1.32,0.29,1.32,-0.14,0.5,0.09,0.53,0.58,0.68,-0.8,56.2,80
1912,7,4.19,73.2,1.41,1.41,0.68,1.41,0.27,0,0.48,0.8,0.5,0.98,-0.81,62,84.4
1912,8,1.64,70.4,0.59,0.59,-2.03,-0.61,-1.6,-0.78,-0.84,0.23,-0.02,-0.01,-0.82,58.8,82
1912,9,6.77,68.5,1.5,1.5,2.92,1.5,1.38,0.46,0.43,0.37,0.64,0.69,-0.01,58.2,78.8
1912,10,0.95,56.1,-0.71,0.63,-2.14,-0.58,-1.26,0.5,-0.28,0.09,0.34,0.22,-0.36,43,69.2
1912,11,1.96,44,-1.05,-1.05,-1.23,-1.05,-0.4,-1.26,0.14,-0.51,0.26,0.03,-0.28,32.3,55.7
1912,12,3.49,35.8,-0.7,-0.7,0.72,-0.08,0.54,-0.02,-0.79,-0.27,-0.11,0.17,-0.08,24.8,46.9
1913,1,2.42,40,-0.85,-0.85,-0.68,-0.62,-0.14,0.2,-0.11,-0.44,-0.02,0.23,-0.25,29,51
1913,2,0.97,34.4,-1.38,-1.38,-1.85,-1.38,-1.28,-1.11,-0.43,-0.22,-0.73,0.06,-0.33,23.3,45.5
1913,3,4.85,46.4,0.5,-0.74,1.51,0.19,1.16,0.2,0.03,-0.62,-0.29,-0.14,-0.04,34.6,58.3
1913,4,4.07,53,0.76,0.76,0.92,0.76,0.68,1.23,0.49,0.25,-0.15,0.16,0.08,41.3,64.8
1913,5,4.82,62,1.04,1.04,1.07,1.04,0.61,0.83,1.27,0.6,0.47,-0.02,0.49,49.2,74.9
1913,6,2.66,69.8,-0.31,0.62,-0.94,-0.17,-0.75,-0.14,0.2,0.12,-0.36,-0.21,0.28,58,81.5
1913,7,2.8,73.9,-0.72,-0.72,-1.31,-0.72,-0.76,-1.12,-0.55,-0.15,-0.18,-0.43,0.36,62.6,85.2
1913,8,3.11,71.3,-1.03,-1.03,-1.16,-1.03,-0.29,-0.75,-1.11,0.04,-0.2,-0.1,-0.16,60,82.6
1913,9,1.96,64.5,-1.46,-1.46,-1.6,-1.46,-0.56,-0.81,-1.07,-0.68,-0.64,-0.97,-0.18,53,76
1913,10,4.2,55.9,-1.2,-1.2,0.32,-0.95,0.6,-0.03,-0.31,-0.6,-0.35,-0.35,-0.13,46.4,65.4
1913,11,2.92,44.6,-1.21,-1.21,-0.39,-1.09,0.23,0.5,-0.03,-0.86,0,-0.22,-0.16,33.6,55.6
1913,12,1.93,37.4,-1.41,-1.41,-0.98,-1.41,-0.67,-0.3,0.13,-0.78,-0.48,-0.5,-0.24,27.6,47.1
1914,1,3.71,35.1,0.46,-0.81,1.37,0.03,0.82,0.07,0.15,-0.29,-0.5,-0.27,-0.04,25.8,44.3
1914,2,2.26,27.2,0.38,-0.75,-0.08,0.07,0,0.52,0.04,-0.12,-0.8,0,-0.05,16.6,37.8
1914,3,2.15,37.5,0.07,-0.95,-0.83,-0.51,-0.78,-0.61,-0.02,0.07,-0.76,-0.51,-0.52,27.1,47.9
1914,4,3.91,51.5,0.37,0.37,0.93,0.37,0.59,-0.14,-0.17,0.03,-0.35,-0.56,-0.34,39.4,63.5
1914,5,1.6,64.2,-0.94,-0.94,-2.83,-0.94,-1.46,-0.7,-1.07,-0.77,-0.63,-1.18,-0.86,50.3,78.1
1914,6,3.07,72.1,-1.29,-1.29,-1.33,-1.29,-0.42,-1.41,-0.91,-0.8,-0.46,-1.11,-0.93,59.3,84.9
1914,7,2.49,73,-1.86,-1.86,-2.1,-1.86,-1.03,-1.07,-1.62,-1.53,-1.12,-1.18,-1.19,61.8,84.2
1914,8,3.4,72.9,-2.12,-2.12,-1.35,-2.12,-0.11,-0.76,-0.96,-1.49,-1.23,-1.1,-0.97,60.4,85.4
1914,9,1.15,63.1,-2.7,-2.7,-2.42,-2.7,-1.6,-1.05,-1.36,-1.69,-1.55,-1.3,-1.88,49.6,76.6
1914,10,2.24,57.3,-3.03,-3.03,-1.82,-3.03,-0.32,-1.36,-1.25,-2.13,-1.96,-1.69,-1.46,46.1,68.6
1914,11,2.22,42.6,-3.37,-3.37,-1.96,-3.37,-0.22,-0.49,-1.19,-1.78,-2.13,-1.81,-1.37,30.7,54.6
1914,12,4.06,29.5,-2.88,-2.88,0.43,-2.65,0.92,0.35,-0.05,-1.12,-1.52,-1.46,-1.45,21.9,37.1
1915,1,5.12,32.1,-1.47,-1.47,3.34,0.14,1.6,1.66,1.08,-0.2,-1.13,-1.15,-0.98,24.1,40.1
1915,2,3.69,36.2,-0.81,-0.81,1.54,1.34,0.98,1.67,1.73,0.23,-0.38,-0.84,-0.62,26.7,45.7
1915,3,0.82,36,-1.5,-1.5,-2.32,-0.28,-2.17,-0.55,0.61,0.3,-0.73,-1.12,-1.14,25.8,46.2
1915,4,0.98,56.9,-2.39,-2.39,-3.13,-2.15,-2.18,-3.09,-1.68,0.03,-0.89,-1.82,-1.52,42.4,71.4
1915,5,3.01,60.7,-2.7,-2.7,-1.68,-2.7,-0.46,-1.55,-2.5,-0.17,-0.91,-1.36,-1.67,48.3,73
1915,6,5.96,67.6,1.02,-1.4,3.06,-0.05,1.17,0.5,-0.39,0.06,0.05,-0.85,-1.32,56.2,79.1
1915,7,3.37,73,0.88,-1.29,-0.1,0,-0.31,0.7,0.18,-0.83,0.08,-0.68,-1.35,61.5,84.6
1915,8,6.98,70.5,1.94,1.94,3.45,1.94,1.45,0.98,1.43,-0.27,0.76,0.03,-0.87,60.1,80.9
1915,9,2.19,67.5,-0.2,1.54,-0.6,1.19,-0.39,0.7,0.41,0.06,0.29,0.27,-0.76,56.1,79
1915,10,4.04,56.4,0.25,1.63,0.74,1.55,0.54,0,0.82,0.72,-0.02,0.49,-0.72,45,67.9
1915,11,1.49,43.8,-0.31,1.15,-0.92,0.57,-0.79,-0.06,-0.45,0.67,-0.52,0.35,-0.91,32.3,55.3
1915,12,2.75,32.2,-0.13,1.18,0.43,0.74,0.01,-0.61,-0.12,0.16,-0.01,0.18,-0.85,23.4,40.9
1916,1,1.76,37.2,-0.55,0.62,-1.3,-0.45,-0.83,-0.55,-0.92,0.04,0.21,-0.46,-1.13,26.3,48.2
1916,2,2.7,32.6,-0.34,0.72,0.47,-0.13,0.33,-0.31,-0.27,-0.62,0.41,-0.63,-1.06,21.8,43.4
1916,3,3.11,37,-0.17,0.77,0.39,0.08,0,0.2,-0.29,-0.27,-0.04,-0.17,-0.91,25.7,48.2
1916,4,3.2,51.1,-0.1,0.75,0.18,0.12,0.14,-0.01,0.13,-0.51,0.08,0.2,-0.99,39.4,62.7
1916,5,3.33,64.5,-0.4,-0.4,-0.95,-0.4,-0.25,-0.19,-0.23,-0.4,-0.64,0.2,-0.82,52.8,76.3
1916,6,7.52,66.4,1.81,1.81,5.43,1.81,1.78,1.28,1.06,0.6,0.39,0.44,-0.33,55.3,77.5
1916,7,3.84,74.2,1.72,1.72,0.3,1.72,0.03,1.44,1.03,0.85,0.17,0.55,-0.15,64.4,83.9
1916,8,2.34,72.6,-0.48,1.07,-1.44,0.28,-0.86,-0.63,0.65,0.31,0.08,-0.2,-0.21,61.6,83.6
1916,9,2.84,64.1,-0.58,0.81,-0.45,-0.22,0,-0.76,-0.69,0.2,-0.01,0,0.07,51.1,77.1
1916,10,1.99,54.2,-1,-1,-1.45,-1,-0.47,-0.58,-1.09,-0.06,-0.06,-0.42,0.02,41.2,67.1
1916,11,1.58,44.2,-1.62,-1.62,-2.16,-1.62,-0.71,-0.91,-0.9,-0.22,-0.33,-0.46,-0.08,32.5,55.9
1916,12,2.34,32.6,-1.85,-1.85,-1.19,-1.85,-0.32,-0.78,-0.98,-1.28,-0.37,-0.53,-0.26,22.7,42.4
1917,1,2.36,32.7,-1.81,-1.81,-0.47,-1.81,-0.2,-0.44,-0.79,-1.38,-0.49,-0.44,-0.63,22.4,43
1917,2,1.94,32.1,-1.79,-1.79,-0.49,-1.79,-0.27,-0.41,-0.55,-1.11,-0.53,-0.56,-0.88,20.4,43.9
1917,3,5.01,41.4,0.76,-0.85,2.28,0.33,1.25,0.74,0.48,-0.45,-0.94,-0.18,-0.33,31.2,51.6
1917,4,2.75,52.2,0.52,-0.92,-0.48,0.02,-0.19,0.71,0.41,-0.22,-1.01,-0.29,-0.13,40.2,64.2
1917,5,2.59,57,0.24,-1.05,-0.68,-0.39,-0.74,-0.79,0.05,-0.36,-0.89,-0.46,-0.26,45.5,68.4
1917,6,3.51,69.2,0.27,-0.89,0.17,-0.13,-0.11,-0.76,-0.81,-0.35,-0.88,-1.2,-0.57,57.6,80.9
1917,7,4.74,73.3,0.64,0.64,1.18,0.64,0.64,0.26,-0.35,-0.04,-0.45,-1.06,-0.41,63.4,83.2
1917,8,3.82,71.8,0.6,0.6,0.1,0.6,0.13,0.33,0.13,0.07,-0.23,-0.72,-0.79,60.7,82.9
1917,9,2.35,60.6,0.42,0.42,-0.36,0.42,-0.28,-0.34,-0.08,-0.59,-0.33,-0.76,-0.69,50.1,71
1917,10,5.07,48.8,1.1,1.1,2.16,1.1,0.93,0.41,0.29,-0.01,0.12,-0.21,-0.51,36.2,61.4
1917,11,0.5,39.7,-0.55,-0.55,-1.66,-0.55,-1.89,-0.04,-0.39,-0.25,-0.21,-0.45,-0.65,27.6,51.8
1917,12,1.35,24,-0.89,-0.89,-1.18,-0.89,-1.22,-2.06,-0.6,-0.55,-0.88,-0.64,-0.87,15.1,33
1918,1,3.81,20,-0.25,-0.25,1.65,0.55,0.88,-0.19,-1.09,-0.52,-0.58,-0.38,-0.57,11.3,28.7
1918,2,0.62,34.4,-0.99,-0.99,-2.3,-0.99,-1.77,-0.33,-1.03,-0.94,-0.75,-0.62,-0.87,22.6,46.3
1918,3,3.38,46.4,-0.98,-0.98,-0.28,-0.98,0.19,-0.9,-0.17,-0.59,-0.63,-0.95,-0.82,33.3,59.5
1918,4,7.17,50,1.61,1.61,4.83,1.61,2.13,1.9,0.97,0.01,0.05,-0.09,-0.33,38.7,61.2
1918,5,2.61,67.6,-0.74,0.7,-2.23,-0.51,-0.72,1.18,1.08,0.17,-0.18,-0.14,-0.49,54.6,80.6
1918,6,3.03,67.9,-0.87,-0.87,-0.6,-0.87,-0.45,-0.96,0.64,0.34,-0.07,-0.27,-1.02,56.1,79.7
1918,7,3.16,71.2,-1.05,-1.05,-0.83,-1.05,-0.48,-0.72,-1.06,-0.2,-0.73,-0.53,-1.17,59.8,82.6
1918,8,5.45,74.6,0.27,-0.67,0.81,0.01,0.89,0.35,-0.02,0.68,0.09,-0.16,-0.75,63,86
1918,9,3.35,61.2,0.36,0.36,0.34,0.36,0.25,0.59,0.24,0.58,0.38,0.09,-0.6,49,73.4
1918,10,1.4,57.9,-0.75,-0.75,-2.26,-0.75,-0.88,-0.62,-0.02,-0.73,-0.2,-0.62,-0.64,45.2,70.5
1918,11,1.34,42.3,-1.46,-1.46,-2.36,-1.46,-0.92,-1.36,-1.01,-0.84,-0.1,-0.51,-0.68,30.8,53.7
1918,12,4.15,38.2,0.15,-1.17,0.44,-0.85,0.98,0,-0.61,-0.31,0.16,0.02,-0.46,29.4,47
1919,1,2.95,35,0.26,-0.91,0.4,-0.31,0.29,0.77,0.11,-0.1,-0.64,-0.16,-0.38,24.2,45.9
1919,2,1.82,34.2,-0.25,-1.07,-0.74,-0.79,-0.38,-0.12,0.45,-0.6,-0.55,0.09,-0.42,24.8,43.6
1919,3,3.42,44.5,-0.22,-0.96,-0.01,-0.61,0.22,-0.11,0.01,-0.49,-0.33,0.1,-0.62,32.8,56.1
1919,4,2.77,51.3,-0.31,-0.97,-0.34,-0.7,-0.17,-0.07,-0.31,-0.09,-0.24,-0.76,-0.62,39.2,63.4
1919,5,5.58,61.4,0.67,0.67,2,0.67,1.01,0.61,0.58,0.62,-0.2,-0.23,-0.33,50.2,72.5
1919,6,3.97,71.2,0.76,0.76,0.47,0.76,0.18,0.74,0.47,0.31,-0.1,-0.11,-0.3,60.5,82
1919,7,5.56,74.4,1.36,1.36,2.04,1.36,1.14,0.78,1.18,0.69,0.55,0.34,-0.19,63.9,84.9
1919,8,2.85,70.7,-0.18,1.04,-0.55,0.64,-0.47,0.27,0.23,0.51,0.58,-0.05,-0.24,59.3,82.1
1919,9,1.73,66.6,-0.69,-0.69,-1.58,-0.69,-0.77,-1.04,-0.32,0.06,-0.01,-0.25,-0.25,53.2,79.9
1919,10,3.08,61.5,-0.99,-0.99,-1.12,-0.99,0.12,-0.59,-0.89,0.14,-0.08,-0.02,-0.49,50.2,72.9
1919,11,2.88,43.6,-1.09,-1.09,-0.6,-1.09,0.21,0.1,-0.46,-0.23,0.09,0.2,-0.23,32.6,54.5
1919,12,2.25,29.6,-1.18,-1.18,-0.59,-1.18,-0.39,-0.17,-0.15,-0.43,-0.03,-0.09,-0.08,18.6,40.5
1920,1,1.97,27.6,-1.3,-1.3,-0.73,-1.3,-0.59,-0.72,-0.42,-1.05,-0.13,-0.3,-0.32,18.7,36.5
1920,2,3.16,30.5,0.36,-0.8,1.08,-0.08,0.65,0.09,-0.19,-0.59,-0.37,-0.02,-0.03,21.8,39.2
1920,3,2.69,42.7,0.09,-0.95,-0.69,-0.57,-0.33,0.22,-0.16,-0.22,-0.52,-0.14,-0.12,30.4,55.1
1920,4,4.11,49.8,0.54,0.54,1.38,0.54,0.71,0.24,0.51,0.07,-0.66,0.08,-0.51,38.6,61
1920,5,1.51,58,-0.67,-0.67,-2.02,-0.67,-1.53,-0.64,-0.79,-0.73,-0.89,-0.71,-0.7,45.6,70.4
1920,6,4.72,68.6,0.5,0.5,1.5,0.5,0.59,-0.7,-0.24,-0.35,-0.32,-0.61,-0.53,56.5,80.6
1920,7,3.8,71.6,0.57,0.57,0.35,0.57,0,0.37,-0.63,-0.2,-0.39,-0.92,-0.46,60.4,82.8
1920,8,6.44,71.4,1.4,1.4,2.69,1.4,1.26,0.94,1.03,0.29,0.1,-0.19,-0.26,62.2,80.5
1920,9,3.37,66.1,1.45,1.45,0.56,1.45,0.26,0.9,0.73,0.4,0.22,0.17,-0.19,55.2,77
1920,10,0.49,58.3,-0.92,-0.92,-2.75,-0.92,-1.79,-1.07,0.01,-0.41,-0.17,-0.33,-0.3,44.6,71.9
1920,11,4.56,41.8,-0.26,-0.26,1.67,0.56,1.09,-0.24,-0.23,0.53,0.06,-0.08,0.05,32.3,51.2
1920,12,2.54,35.7,-0.23,-0.23,0.02,0.51,-0.16,0.7,-0.36,0.25,0.14,0,-0.09,27.7,43.7
1921,1,2.21,33.9,-0.37,-0.37,-0.49,-0.37,-0.34,-0.41,0.41,0.13,-0.17,0.02,-0.2,24.9,42.8
1921,2,1.89,36.9,-0.61,-0.61,-0.83,-0.61,-0.31,-0.55,-0.55,-0.59,0.17,-0.18,-0.21,26.7,47
1921,3,1.62,53.1,-1.65,-1.65,-3.31,-1.65,-1.28,-1.29,-1.44,-1.06,-0.35,-0.38,-0.44,40.1,66
1921,4,2.59,57.5,-2,-2,-1.57,-2,-0.31,-1.24,-1.3,-0.39,-0.44,-0.7,-0.47,44.9,70.1
1921,5,6.86,60.1,-0.62,-0.62,3.51,1.07,1.63,1.05,0.33,-0.16,-0.32,0.24,-0.39,48.9,71.2
1921,6,2.32,71.2,-1.08,-1.08,-1.56,-0.13,-1.06,0.59,0.28,-0.55,-0.62,-0.23,-0.61,58.9,83.5
1921,7,3.5,76.1,-1.31,-1.31,-1.03,-0.76,-0.22,-0.92,0.3,-0.55,-0.17,-0.25,-0.89,65.6,86.5
1921,8,2.68,70.1,-1.66,-1.66,-1.47,-1.64,-0.59,-0.63,-1.14,-0.68,-0.84,-0.89,-0.9,58.9,81.4
1921,9,2.03,71.6,-2.28,-2.28,-2.37,-2.28,-0.51,-0.97,-0.96,-0.54,-1.08,-1.16,-0.78,60.3,82.8
1921,10,1.04,54.4,-2.92,-2.92,-2.63,-2.92,-1.18,-1.57,-1.74,-0.88,-1.42,-1.01,-1,40.5,68.4
1921,11,3.52,45.7,-2.89,-2.89,-0.79,-2.89,0.57,-0.45,-0.83,-1.61,-1.12,-1.25,-0.91,35.5,55.9
1921,12,2.17,35.3,-3.06,-3.06,-1.43,-3.06,-0.46,0.09,-0.67,-1.27,-0.87,-1.42,-0.99,25.9,44.7
1922,1,3.43,28.4,-2.45,-2.45,0.89,-2.03,0.63,0.05,0.35,-1.02,-0.62,-1.15,-0.76,19.2,37.6
1922,2,3.05,36.8,-1.98,-1.98,0.67,-1.23,0.58,0.76,0.35,-0.55,-1.23,-0.9,-0.79,27,46.5
1922,3,4.09,43.5,-1.46,-1.46,0.93,-0.32,0.68,0.82,0.95,0.1,-0.66,-0.37,-0.59,33.5,53.5
1922,4,1.44,53.3,-2.02,-2.02,-2.12,-1.65,-1.46,-0.44,-0.06,0.23,-0.94,-0.62,-0.93,42.4,64.2
1922,5,4.12,63.8,-1.92,-1.92,-0.33,-1.61,0.22,-0.67,-0.23,0,-0.58,-1.15,-0.67,52.4,75.2
1922,6,4.25,71.8,-1.49,-1.49,0.7,-0.86,0.34,0.24,-0.44,0.28,-0.16,-0.82,-0.75,61.2,82.4
1922,7,4.25,73.4,-1.1,-1.1,0.7,-0.18,0.31,0.36,0.28,0.15,0.3,-0.67,-0.72,63.2,83.7
1922,8,3.74,69.4,-0.92,-0.92,0.22,0.08,0.08,0.11,0.18,-0.07,0.08,-0.41,-1.08,58.5,80.3
1922,9,1.53,66.9,-1.42,-1.42,-1.8,-0.97,-0.98,-0.72,-0.52,-0.7,-0.16,-0.42,-1.31,54.6,79.2
1922,10,2.36,56.7,-1.72,-1.72,-1.34,-1.72,-0.25,-1.06,-0.9,-0.43,-0.48,-0.23,-0.92,43.3,70.1
1922,11,0.37,44.7,-2.71,-2.71,-3.48,-2.71,-2.1,-1.37,-1.75,-1.18,-1.13,-0.86,-1.48,33.5,55.9
1922,12,3.26,35.9,-2.67,-2.67,-0.73,-2.67,0.38,-0.94,-0.95,-1.13,-1.21,-0.66,-1.56,25.6,46.1
1923,1,2.86,33.4,-2.4,-2.4,-0.02,-2.35,0.22,0.31,-0.69,-1.21,-0.8,-0.8,-1.39,24.8,42.1
1923,2,1.94,30.4,-2.32,-2.32,-0.49,-2.32,-0.27,-0.1,0.11,-1.3,-1.03,-1.04,-1.37,21.3,39.5
1923,3,3.54,43.4,-1.99,-1.99,0.27,-1.81,0.31,0.03,0.08,-0.72,-1.03,-1.15,-1.07,30.3,56.4
1923,4,3.2,51.2,-1.73,-1.73,0.16,-1.41,0.14,0.21,-0.01,-0.46,-1.09,-0.77,-0.97,38.1,64.2
1923,5,1.39,60.3,-2.38,-2.38,-2.48,-2.38,-1.63,-1.2,-0.87,-0.59,-1.54,-1.28,-1.6,46.5,74
1923,6,2.43,72.3,-2.81,-2.81,-2.01,-2.81,-0.96,-1.82,-1.54,-1.24,-1.73,-1.58,-1.59,60,84.6
1923,7,4.39,73,-2.55,-2.55,-0.09,-2.52,0.41,-0.4,-1.26,-1.11,-1.29,-1.61,-1.63,61.6,84.3
1923,8,4.35,70.9,-2.26,-2.26,0.07,-2.15,0.4,0.39,-0.17,-0.75,-0.59,-1.53,-1.55,60.4,81.5
1923,9,3.47,66.6,-2.11,-2.11,-0.25,-2.04,0.3,0.27,0.31,-0.73,-0.66,-1.1,-1.27,56.2,77
1923,10,1.46,52.9,-2.54,-2.54,-1.93,-2.54,-0.83,-0.53,-0.31,-1.12,-1.05,-1.27,-1.09,40,65.8
1923,11,2.77,41.6,-2.59,-2.59,-0.93,-2.59,0.14,-0.6,-0.46,-0.53,-0.93,-0.81,-1.17,31.4,51.7
1923,12,2.62,42,-2.72,-2.72,-1.2,-2.72,-0.09,-0.04,-0.62,-0.26,-1.02,-0.97,-1.22,31.4,52.6
1924,1,4.03,31.5,0.64,-1.8,1.93,-0.93,1.01,0.57,0.45,-0.08,-0.76,-0.75,-1.1,20.2,42.8
1924,2,2.56,30.5,0.68,-1.51,0.31,-0.48,0.23,0.81,0.56,-0.14,-0.24,-0.6,-1.16,22.2,38.8
1924,3,4.29,40,1.12,-0.84,1.55,0.79,0.81,0.7,1.05,0.21,0.27,-0.43,-1.11,30.5,49.5
1924,4,2.99,49,1.08,-0.68,0.2,0.93,-0.01,0.48,0.47,0.59,0.14,-0.5,-0.9,37.1,61
1924,5,8.33,57.6,2.83,2.83,5.6,2.83,2.27,1.74,1.88,1.59,0.87,0.68,-0.44,46.5,68.6
1924,6,4.05,68.5,2.86,2.86,0.95,2.86,0.22,1.89,1.49,1.71,0.94,0.96,-0.5,58.2,78.8
1924,7,2.28,71.4,2.18,2.18,-1.15,1.64,-1.21,-0.64,1.02,1.07,0.99,0.6,-0.75,60.2,82.5
1924,8,3.62,72.1,1.79,1.79,-0.49,1,0.02,-0.75,-0.6,0.87,0.9,0.5,-0.74,60.4,83.7
1924,9,6.8,61.1,2.89,2.89,3.84,2.89,1.39,1.07,0.46,1.28,1.54,0.98,0.04,50.7,71.6
1924,10,1.34,54.8,-0.49,2.1,-1.46,1.44,-0.92,0.63,0.44,0.89,0.97,0.95,-0.09,40,69.5
1924,11,1.97,43.3,-0.62,1.7,-0.57,0.76,-0.4,-1.04,0.26,-0.23,0.8,0.85,0.06,31.5,55.1
1924,12,1.92,33.6,-0.75,1.33,-0.58,0.15,-0.68,-0.79,-1.26,-0.53,0.46,0.79,-0.05,23,44.3
1925,1,4.05,28.9,-0.02,1.85,1.96,1.4,1.02,0.23,-0.08,0.16,0.72,0.8,0.08,18.7,39
1925,2,1.54,40.1,-0.53,1.14,-1.54,0.1,-0.64,0.33,-0.13,0.03,-0.35,0.66,0.01,28.5,51.7
1925,3,2.03,44.1,-1.03,-1.03,-1.65,-1.03,-0.89,-1.23,-0.26,-1.23,-0.65,0.28,-0.18,32.1,56
1925,4,3.19,53.9,-0.99,-0.99,-0.2,-0.99,0.13,-0.61,-0.93,-0.61,-0.28,0.3,-0.2,41,66.8
1925,5,2.02,57.6,-1.36,-1.36,-1.4,-1.36,-1.14,-0.86,-1.27,-1.02,-0.58,-0.88,-0.19,44.8,70.3
1925,6,3.18,74.2,-1.56,-1.56,-1.04,-1.56,-0.34,-1.17,-0.99,-1.02,-1.77,-1.06,-0.13,61.6,86.7
1925,7,3.65,73.7,-1.63,-1.63,-0.68,-1.63,-0.11,-0.39,-1.04,-1.49,-1.24,-0.81,-0.2,62.4,84.9
1925,8,2.33,70.5,-2.08,-2.08,-1.86,-2.08,-0.87,-0.72,-0.89,-1.55,-1.37,-1.01,-0.4,58.5,82.6
1925,9,0.95,71,-3.01,-3.01,-3.42,-3.01,-2.46,-1.73,-1.4,-1.77,-1.75,-3.09,-0.68,59.3,82.7
1925,10,4.31,49.5,-2.39,-2.39,0.93,-1.95,0.65,-0.39,-0.92,-1.4,-1.73,-1.62,-0.27,40.4,58.6
1925,11,2.54,41.5,-2.3,-2.3,-0.48,-2,0,0.42,-0.43,-1.05,-1.6,-1.47,-0.33,30.5,52.5
1925,12,2.12,33.8,-2.24,-2.24,-0.53,-2.09,-0.5,-0.4,0.1,-1.03,-1.48,-1.55,-0.37,25.2,42.5
1926,1,2.71,30.6,-1.93,-1.93,0.23,-1.63,0.1,-0.37,-0.31,-1,-1.53,-1.87,-0.55,20.1,41.1
1926,2,3.61,34.4,-1.22,-1.22,1.55,-0.22,0.93,0.69,0.26,-0.3,-0.83,-1.42,-0.43,24.6,44.2
1926,3,1.71,38,-1.56,-1.56,-1.41,-1.1,-1.19,-0.06,-0.06,0.03,-1.01,-1.48,-0.76,26.2,49.8
1926,4,1.63,49.2,-1.86,-1.86,-1.37,-1.86,-1.23,-1.85,-0.83,-0.75,-1.29,-1.84,-0.93,36.4,62
1926,5,2.24,62.4,-2.28,-2.28,-1.85,-2.28,-0.98,-1.63,-2.08,-1.25,-1.23,-1.61,-1.63,48.6,76.3
1926,6,2.32,66.7,-2.43,-2.43,-1.16,-2.43,-1.06,-1.46,-1.9,-1.64,-1.13,-1.7,-1.81,55,78.5
1926,7,4.26,73.7,0,-2.18,0,-2.12,0.32,-0.52,-1.05,-1.44,-1.35,-1.66,-1.75,62.1,85.2
1926,8,6.96,73.5,0.86,-1.1,2.58,0.15,1.45,1.28,0.6,-0.8,-0.55,-0.74,-1.45,64,83.1
1926,9,4.89,66.7,1.38,1.38,1.81,1.38,0.84,1.47,1.43,0.02,-0.07,0.06,-1.76,57.1,76.4
1926,10,3.15,54.1,1.33,1.33,0.28,1.33,0.15,0.6,1.25,0.37,-0.08,-0.2,-1.28,43.6,64.7
1926,11,4.95,40.5,2.21,2.21,3.05,2.21,1.26,0.81,1.01,1.18,0.14,0.16,-0.86,29.6,51.3
1926,12,2.91,31,2.18,2.18,0.62,2.18,0.13,1,0.72,1.57,0.46,0.34,-0.77,23.1,38.9
1927,1,1.03,31.6,-0.65,1.31,-1.94,0.38,-2.02,-0.89,0.27,1.11,0.43,0.03,-1.2,22.8,40.4
1927,2,3.01,39.4,-0.44,1.32,0.41,0.54,0.55,-0.59,-0.4,0.57,0.83,-0.04,-0.98,29.1,49.8
1927,3,1.27,44.7,-1.28,-1.28,-2.65,-1.28,-1.65,-0.7,-1.8,-0.14,0.77,-0.12,-1.07,33.4,55.9
1927,4,5.71,48.5,1.12,1.12,3.36,1.12,1.52,0.33,0.52,0.51,1.14,0.56,-0.73,37.3,59.7
1927,5,2.24,61.4,-0.57,-0.57,-1.7,-0.57,-0.98,0.44,-0.4,-0.59,0.26,0.51,-0.76,50.7,72.1
1927,6,2.57,65.5,-0.72,-0.72,-0.64,-0.72,-0.83,-1.35,-0.17,-1.08,-0.22,0.53,-0.85,54.2,76.9
1927,7,3.06,72.8,-0.99,-0.99,-1.03,-0.99,-0.55,-1.03,-1.38,-0.82,-0.47,0.34,-0.97,61.9,83.8
1927,8,3.24,67,-1.05,-1.05,-0.48,-1.05,-0.21,-0.58,-1,-1.08,-1.11,-0.25,-0.84,56.6,77.4
1927,9,1.34,67.2,-1.75,-1.75,-2.43,-1.75,-1.24,-1.04,-1.15,-1,-1.62,-0.87,-0.7,54.2,80.2
1927,10,6.97,57.4,0.94,-0.63,2.81,0.82,1.53,0.68,0.38,-0.63,-0.35,-0.17,-0.32,45.2,69.6
1927,11,2.51,48.1,0.77,-0.64,-0.22,0.64,-0.02,1.21,0.46,-0.33,-0.51,-0.66,-0.35,37.4,58.8
