"year","month","cld","drt","frs","pet","pet_sum","pre","tmn","tmp","tmx","vap","wet"
1951,3,70.2,13.7,18.19,2.3,71.3,102.6,-0.1,6.8,13.7,6.4,12.64
1951,4,65.9,14.9,5.26,3.4,102,70.8,5,12.4,19.9,9,13.16
1951,5,62.3,15.2,0.04,3.8,117.8,57.4,9.6,17.2,24.8,14.1,11.56
1951,6,65.1,14.8,0,4.4,132,179.7,14.9,22.3,29.7,19.5,16.77
1951,7,60,15,0,4.7,145.7,98.5,17.4,24.9,32.4,22.4,8.43
1951,8,54.3,15.5,0,4.2,130.2,49.2,15.8,23.5,31.3,21.2,6.98
1951,9,53.1,15.8,0,3.5,105,37.8,12.5,20.4,28.3,16.9,7.36
1951,10,56.1,15.4,1.01,2.6,80.6,31.4,7.9,15.6,23.3,12.4,6.76
1951,11,67.5,13,20.1,1.4,42,101,-1.1,5.4,11.9,6.5,13.03
1951,12,66.6,11.9,24.03,1.1,34.1,107.8,-2.9,3.1,9.1,5.6,14.5
1952,1,68.7,11.6,22.01,1.5,46.5,99.6,-1.6,4.2,10,5.1,15.23
1952,2,69.5,12.6,22.04,1.6,46.4,43.3,-2.5,3.8,10.1,5.5,10.46
1952,3,68.7,13.2,19.5,2.1,65.1,100.9,-0.6,6,12.6,6.3,13.86
1952,4,69.4,13.2,2.37,3.3,99,184.9,6.7,13.3,19.9,9.6,16.49
1952,5,68.7,13.4,0,3.8,117.8,73.8,10.9,17.6,24.3,13.6,13.42
1952,6,57.5,15.2,0,5.1,153,70.7,17,24.6,32.2,20.6,10.23
1952,7,56.9,14.8,0,4.9,151.9,67.5,18.6,26,33.4,24.1,10.42
1952,8,60.9,14.1,0,4,124,103.1,16.5,23.5,30.6,21.4,13.15
1952,9,51.3,16.6,0,3.4,102,116.5,11.3,19.6,27.9,16.5,8.85
1952,10,46.2,16.9,7.15,2.5,77.5,25.7,4.2,12.6,21.1,10.1,5.28
1952,11,65.1,12.7,12.19,1.8,54,172.6,2,8.3,14.7,7.2,13.29
1952,12,74.7,10.6,24.15,0.8,24.8,34.8,-3,2.3,7.6,5.9,12.54
1953,1,71,11.4,21.52,1.3,40.3,76.5,-1.4,4.3,10,5.8,15.13
1953,2,72.7,13.4,20.1,1.9,53.2,30.7,-1.7,5,11.7,5.4,10.39
1953,3,71,13.6,14.99,2.4,74.4,112.6,1.1,7.9,14.7,6.9,15.67
1953,4,66.5,14,4.87,3.4,102,73.1,5.2,12.2,19.2,8.6,12.88
1953,5,68,14.5,0,4.2,130.2,131.4,13.1,20.3,27.6,16,14.96
1953,6,59.8,14.7,0,4.7,141,78.8,16,23.3,30.7,20.1,9.99
1953,7,55,16.9,0,5.1,158.1,32.5,17.1,25.5,34,22.3,10.08
1953,8,53.2,17,0,4.4,136.4,70.2,15.7,24.2,32.7,21.9,8.61
1953,9,48.5,17.1,0,3.7,111,66.6,11.6,20.1,28.7,16.5,9.93
1953,10,44.4,17.6,3.22,2.8,86.8,37.2,6.2,15,23.8,11.3,8.24
1953,11,56.6,15.5,16.83,1.7,51,32.4,0.2,7.9,15.7,7.6,7.73
1953,12,66.7,12.6,24.03,1,31,74.6,-2.9,3.4,9.7,6.3,12.27
1954,1,66.2,12.7,26.39,1.3,40.3,48,-5.1,1.3,7.7,4.5,13.61
1954,2,66.4,15,20.96,1.9,53.2,30.1,-2.2,5.3,12.8,5.9,7.43
1954,3,65,13.6,18.19,2.5,77.5,101.7,-0.1,6.7,13.5,5.9,13.33
1954,4,65.5,15.4,1.38,3.9,117,83.1,7.5,15.2,22.9,10.2,12.07
1954,5,61.4,13.9,0.11,3.7,114.7,100.6,9.3,16.2,23.2,13.2,11.7
1954,6,57.1,15.7,0,4.6,138,53.9,15.1,22.9,30.8,20.8,9.22
1954,7,52.8,17,0,5,155,54.2,16.1,24.6,33.1,21.4,8.32
1954,8,56.2,14.6,0,4,124,98.6,16.2,23.5,30.8,22.2,10.19
1954,9,48.7,17.3,0,3.9,117,20.1,13.3,21.9,30.6,17.7,5.21
1954,10,52.6,15.4,1.11,2.5,77.5,175,7.8,15.5,23.2,12.7,10.61
1954,11,69.6,12.2,16.06,1.4,42,57.9,0.5,6.6,12.7,7.2,7.87
1954,12,67.8,11.8,24.93,1.2,37.2,79.3,-3.7,2.2,8.1,4.9,11.01
1955,1,68.6,11.4,26.39,1.1,34.1,9.1,-5.1,0.6,6.3,4.4,6.12
1955,2,65.5,14.5,23.38,1.6,44.8,62.2,-4.6,2.7,10,5,12.91
1955,3,64.8,14,13.92,2.7,83.7,110.1,1.5,8.5,15.5,6.7,12.47
1955,4,65.6,15,2.24,3.5,105,86.1,6.8,14.3,21.8,10.7,11.01
1955,5,61.5,15.5,0,4.2,130.2,62.2,11.3,19,26.8,15.3,10.92
1955,6,57.2,14.7,0,4,120,111.9,12.9,20.2,27.6,19.2,11.24
1955,7,56.5,14.3,0,5.1,158.1,40.9,19.8,26.9,34.1,23.8,12.99
1955,8,65.9,13,0,3.9,120.9,259.8,18.7,25.2,31.7,24.7,11.36
1955,9,60.7,13.1,0,3.1,93,28.4,13.4,19.9,26.5,17.2,4.96
1955,10,54.6,16.1,3.22,2.4,74.4,54.1,6.2,14.2,22.3,11.9,10.91
1955,11,65.4,14.9,18.62,1.7,51,43.5,-0.5,7,14.5,7,8.57
1955,12,70.2,12.7,27.23,1.1,34.1,6.4,-6,0.4,6.8,4.4,4.55
1956,1,70,12.1,26.29,1.3,40.3,48,-5,1.1,7.2,4.3,11.7
1956,2,68.8,13,20.82,1.9,55.1,72.1,-1.7,4.8,11.3,5.3,12.07
1956,3,65.7,14.4,20.01,2.4,74.4,81.1,-0.8,6.4,13.6,5.8,13.31
1956,4,66.1,14.5,6.28,3.4,102,56.7,4.5,11.7,19,8.2,10.39
1956,5,61.9,16.8,0.23,4.2,130.2,37.3,9,17.4,25.8,13.3,10.21
1956,6,60.5,15.5,0,4.6,138,57.1,15,22.7,30.5,19.5,10.68
1956,7,65.1,13.4,0,4.3,133.3,146.2,17.6,24.3,31,22.5,13.36
1956,8,60.1,13.9,0,3.9,120.9,83.2,16.6,23.5,30.5,22.4,7.8
1956,9,55.8,13.5,0,3,90,103.1,12,18.7,25.5,16.3,10.59
1956,10,61.3,12,0.52,2.2,68.2,76.2,8.5,14.5,20.5,12,8.71
1956,11,68.1,12.8,13.21,1.6,48,31.2,1.6,8,14.4,7.5,8.75
1956,12,70.4,11.9,15.52,1.5,46.5,48.7,0.9,6.8,12.8,6.7,11.51
1957,1,70,11.2,26.77,1,31,49.2,-5.5,0.1,5.7,4.5,12.03
1957,2,69.1,11.7,19.22,1.6,44.8,74.5,-1.3,4.6,10.5,5.9,11.4
1957,3,67.5,12.6,16.59,2.4,74.4,49.5,0.5,6.8,13.1,6.1,9.66
1957,4,64.8,14.6,1.84,3.6,108,93.2,7.1,14.4,21.7,10.3,13.25
1957,5,66.5,15.6,0,4.2,130.2,75.1,10.7,18.5,26.3,14,11.98
1957,6,65.3,13.8,0,4.4,132,110.3,16.2,23.1,30,20.5,10.87
1957,7,53.6,15.8,0,4.7,145.7,37.5,16.2,24.1,32,22,6.66
1957,8,56.9,17,0,4.2,130.2,27.9,14.6,23.1,31.6,20.4,8.07
1957,9,65.7,13.2,0,3.1,93,106.1,14.4,21,27.6,18.5,9.59
1957,10,60.4,12.7,4.09,2,62,92.5,5.7,12,18.4,10.6,7.73
1957,11,71.9,12,10.19,1.6,48,56.8,2.8,8.8,14.8,8.2,10.92
1957,12,68.7,11.6,22.25,1.3,40.3,87.7,-1.7,4.1,9.9,5.7,16.28
1958,1,69.7,10.2,26.29,1.1,34.1,68.3,-5,0.1,5.2,4.1,13.04
1958,2,71.7,10.5,25.3,1.1,30.8,74.6,-6.9,-1.6,3.7,3.8,11.91
1958,3,74.2,9.9,20.52,1.5,46.5,96.2,-1,4,9,6.2,15.76
1958,4,65.6,13.8,3.78,3.4,102,108.1,5.8,12.7,19.6,9.1,14.61
1958,5,66,14,0,4,124,117.4,10.1,17.1,24.1,12.6,11.13
1958,6,61,13.9,0,4.1,123,124.4,13.5,20.4,27.4,18.3,10.94
1958,7,68.6,12.6,0,4,124,197.9,18.2,24.5,30.8,23.7,15.09
1958,8,57,13.5,0,3.7,114.7,100.2,15.8,22.5,29.3,22.2,13.11
1958,9,52.7,15.9,0,3,90,34.4,11.3,19.2,27.2,18.4,7.19
1958,10,57.7,15.8,4.64,2.3,71.3,48.8,5.4,13.3,21.2,11.1,7.73
1958,11,64.6,14.4,12.7,1.7,51,39,1.8,9,16.2,8.3,8.04
1958,12,64.2,13.2,28.48,1,31,25.7,-7.5,-0.9,5.7,4.2,8.55
1959,1,64.3,14,28.17,1.3,40.3,35.4,-7.1,-0.1,6.9,4,12.88
1959,2,66.7,14.6,23.19,1.7,47.6,24.5,-4.4,2.9,10.2,4.8,10.54
1959,3,62.4,16.6,23.33,2.4,74.4,55.7,-2.3,6,14.3,6,11.05
1959,4,65.3,16,4.49,3.7,111,97.8,5.4,13.4,21.4,9.2,14.34
1959,5,64.7,15.3,0,4,124,80.9,11.3,18.9,26.6,15.6,10.97
1959,6,56.7,15.9,0,4.4,132,102.9,14,21.9,29.9,20.5,10.44
1959,7,66.7,13.9,0,4.1,127.1,126.4,17,23.9,30.9,23.3,13.21
1959,8,61.1,15.2,0,4,124,68.8,17.3,24.9,32.5,24.9,10.68
1959,9,58.8,15,0,3,90,44.2,13,20.5,28,19.6,8.27
1959,10,71,14.1,1.42,2.1,65.1,155.7,7.5,14.5,21.6,12.6,8.49
1959,11,66.4,14.3,19.12,1.4,42,42.2,-0.7,6.5,13.7,7.4,9.32
1959,12,67.2,12.3,24.37,1.2,37.2,76,-3.2,3,9.2,5.5,11.18
1960,1,73,11.8,25.36,1.4,43.4,53.2,-4.1,1.8,7.7,4.3,13.04
1960,2,70.2,12.6,25.04,1.3,37.7,90.3,-5.5,0.8,7.1,4.6,13.93
1960,3,64.6,14.1,27.67,1.7,52.7,58.3,-6.5,0.6,7.7,4.4,11.74
1960,4,66.4,17.3,4.68,3.8,114,79.4,5.3,13.9,22.6,9.8,11.76
1960,5,67.1,14.7,0.66,2.9,89.9,142.9,8.3,15.6,23,15.6,13.98
1960,6,61.2,16.2,0,4.1,123,71,12.8,20.9,29,19.4,7.89
1960,7,62,15.4,0,4,124,54.5,14.7,22.4,30.1,22.2,12.44
1960,8,59.8,14.9,0,3.9,120.9,149.5,16.2,23.6,31.1,22.5,11.3
1960,9,61.4,14,0,2.7,81,128.2,12,19,26,18.6,9.85
1960,10,58.6,15.1,4.45,2.1,65.1,32.9,5.5,13,20.6,11.5,8.27
1960,11,60.1,14.4,13.21,1.8,54,23.1,1.6,8.8,16,7.9,6.71
1960,12,59.9,13.8,29.24,1,31,33,-8.6,-1.7,5.2,3.8,11.04
1961,1,61.9,12.6,29.18,1,31,70.3,-8.5,-2.2,4.1,3.7,11.13
1961,2,67.7,11.6,21.81,1.4,39.2,103,-3,2.8,8.6,5.3,15.03
1961,3,69,12.8,13.12,2.5,77.5,75.6,1.8,8.2,14.6,6.8,13.67
1961,4,71.1,12.4,7.82,2.7,81,110.9,3.8,10,16.2,8.4,12.54
1961,5,67.2,13.6,0.45,3.4,105.4,79.9,8.6,15.4,22.2,12.9,10.9
1961,6,64,14.2,0,4.3,129,103.9,14.5,21.6,28.7,18.8,12.41
1961,7,64.7,13.5,0,4.1,127.1,81.7,17.5,24.2,31,23.6,10.23
1961,8,65,12.8,0,3.7,114.7,96.1,17.3,23.7,30.1,23,13.37
1961,9,55.4,14,0,3.4,102,99.2,15.3,22.3,29.3,20.1,5.54
1961,10,47.5,16.2,3.06,2.6,80.6,56,6.3,14.4,22.5,11.3,7.81
1961,11,66.8,11.2,8.51,1.8,54,65.8,3.5,9.1,14.7,7.6,9.91
1961,12,71.9,11.3,25.78,0.9,27.9,90.8,-4.5,1.2,6.9,5.3,12.8
1962,1,67.7,11.4,26.39,1.3,40.3,42.5,-5.1,0.6,6.3,4,11.65
1962,2,70.1,11.4,23.19,1.5,42,75.9,-4.4,1.3,7,4.3,12.99
1962,3,67.7,12.9,21.52,2.1,65.1,126.2,-1.4,5.1,11.6,5.8,12.18
1962,4,63,14.2,5.06,3.4,102,80.4,5.1,12.2,19.3,8.6,10.87
1962,5,61.7,13.8,0,4.3,133.3,99.7,12.4,19.3,26.2,14.8,10.75
1962,6,64.2,12.7,0,4.2,126,107.3,15.5,21.8,28.2,19,11.24
1962,7,65,12.9,0,3.9,120.9,79.1,16,22.4,28.9,21.1,8.17
1962,8,58,14.4,0,3.8,117.8,80.1,15.6,22.8,30,21.8,4.86
1962,9,59,12.7,0,2.8,84,88.4,11.7,18,24.4,16.3,8.52
1962,10,58.5,14,1.21,2.4,74.4,46.8,7.7,14.7,21.7,11.8,6.92
1962,11,71.2,11,15.54,1.5,45,118.1,0.7,6.2,11.7,6.5,12.67
1962,12,68.2,12.2,27.67,0.9,27.9,66.5,-6.5,-0.4,5.7,4.5,12.17
1963,1,66.9,12.4,28.01,1.2,37.2,33.4,-6.9,-0.7,5.5,3.8,10.58
1963,2,66.2,13.2,26.18,1.3,36.4,45.5,-8.2,-1.6,5,3.6,9.88
1963,3,64.7,15.1,14.99,2.8,86.8,138.9,1.1,8.6,16.2,6.4,15.37
1963,4,61.3,16.8,5.26,4,120,34.6,5,13.4,21.8,8.5,8.45
1963,5,62.9,16.1,0.04,4.3,133.3,33.7,9.6,17.6,25.7,12.8,7.64
1963,6,60,15.3,0,4.5,135,125.2,14.1,21.7,29.4,18.7,14.8
1963,7,56,15.3,0,4.5,139.5,48.4,16,23.6,31.3,21.7,6.04
1963,8,57.4,15.6,0,4.1,127.1,53.9,15.2,23,30.8,20.7,13.17
1963,9,55.1,15.4,0,3.2,96,85.8,10.6,18.3,26,15.3,8.85
1963,10,43.9,18.8,3.73,2.9,89.9,2.4,5.9,15.3,24.7,11.6,0.8
1963,11,66.6,11.9,8.74,1.8,54,142.5,3.4,9.3,15.3,7.8,13.34
1963,12,67.6,10.7,28.09,1,31,40.9,-7,-1.6,3.8,3.6,9.61
1964,1,65,13,26.39,1.3,40.3,102.4,-5.1,1.4,7.9,4.6,14.09
1964,2,65.7,12.2,24.68,1.4,40.6,84,-5.1,1,7.1,4.5,12.33
1964,3,65.8,14,17.13,2.5,77.5,55.1,0.3,7.3,14.3,6.4,12.67
1964,4,66.8,14,5.46,3.2,96,89.4,4.9,11.9,18.9,8.9,14.14
1964,5,58.5,15.8,0,4.5,139.5,16.6,10.9,18.8,26.7,13.9,8.63
1964,6,56.3,16.1,0,5,150,33.9,15.1,23.1,31.2,18.6,7.2
1964,7,63.6,14.1,0,4.4,136.4,63.2,17.6,24.6,31.7,23.1,8.1
1964,8,65.4,15.5,0,3.9,120.9,36.8,15.3,23,30.8,21.1,8.21
1964,9,57,15.6,0,3.2,96,117.5,11.8,19.6,27.4,16.9,9.35
1964,10,52.4,15.4,7.84,2.2,68.2,71.7,3.9,11.6,19.3,9.9,6.9
1964,11,58.4,15.4,13.21,2,60,42.1,1.6,9.3,17,7.7,8.27
1964,12,69.9,10.7,21.77,1.3,40.3,67.9,-1.5,3.9,9.3,5.4,12.91
1965,1,63.9,13.1,27.5,1.2,37.2,97.1,-6.3,0.3,6.9,4.2,13.11
1965,2,66,14.6,23.47,1.8,50.4,84.6,-4.7,2.6,9.9,4.5,12.07
1965,3,69.5,12.7,20.77,2.1,65.1,91.9,-1.1,5.3,11.7,5.9,13.33
1965,4,66.7,14.6,5.26,3.7,111,59.1,5,12.3,19.6,7.7,9.89
1965,5,60.2,15.3,0,4.7,145.7,78.4,12.6,20.2,27.9,14.3,9.07
1965,6,61.9,15.3,0,4.3,129,29.3,13.2,20.8,28.5,18,6.65
1965,7,66,14.8,0,4.4,136.4,101.6,16.2,23.6,31,20.6,12.29
1965,8,62.2,15.4,0,3.9,120.9,68.3,15.5,23.2,30.9,21.9,10.57
1965,9,63.4,14.3,0,3.2,96,58,14,21.1,28.3,18.8,9.17
1965,10,55.4,15.1,5.43,2.2,68.2,55.4,5,12.5,20.1,10.7,8.39
1965,11,66.4,13.2,12.44,1.8,54,17.6,1.9,8.5,15.1,7.4,4.65
1965,12,64.9,13,23.21,1.3,40.3,7.3,-2.2,4.3,10.8,5.8,5.78
1966,1,68.7,10.6,27.59,1,31,81,-6.4,-1.1,4.2,3.9,14.69
1966,2,71.1,10.9,23.38,1.3,36.4,74.3,-4.6,0.9,6.4,4.6,12.92
1966,3,65.8,15.7,18.19,2.6,80.6,33.6,-0.1,7.8,15.7,6.5,8.55
1966,4,68.3,12.4,8.04,2.7,81,110.5,3.7,9.9,16.1,8.5,12.88
1966,5,65,15.1,0.06,4,124,98.2,9.5,17,24.6,12.6,11.07
1966,6,55.1,17,0,4.7,141,34.9,13.3,21.8,30.3,18.6,8.5
1966,7,57,15.8,0,4.8,148.8,55.1,16.9,24.8,32.7,22.4,7.47
1966,8,64,15.2,0,3.9,120.9,32.2,16.1,23.7,31.3,22.1,8.79
1966,9,58.2,13,0,2.8,84,225.1,11.9,18.4,24.9,16.7,12
1966,10,50.1,15.6,6.71,2.2,68.2,72.2,4.4,12.2,20,10.6,9.85
1966,11,65.8,14.6,15.54,1.7,51,67.5,0.7,8,15.3,7.5,8.76
1966,12,72,10.8,25.25,0.9,27.9,60.2,-4,1.4,6.8,5.4,12.54
1967,1,70.7,13.1,23.8,1.5,46.5,26.9,-2.7,3.9,10.5,5.2,9.3
1967,2,68.8,13.2,25.22,1.3,36.4,36.7,-6.8,-0.2,6.4,4.2,10.3
1967,3,65.6,14.3,18.98,2.4,74.4,138,-0.4,6.8,14,6.3,12.68
1967,4,62.9,15.5,3.44,3.8,114,22.8,6,13.7,21.5,9,6.93
1967,5,64.7,14.1,1.78,3.4,105.4,119,7.2,14.2,21.3,11.8,13.46
1967,6,64.2,16.2,0,4.4,132,61.5,13.8,21.9,30,19.1,8.05
1967,7,70.1,12.5,0,3.8,117.8,100.6,16.8,23,29.3,22.4,12.22
1967,8,63.7,13.6,0,3.5,108.5,134.6,15.4,22.2,29,21.7,15.18
1967,9,54.6,14.8,0,3,90,42.4,10.1,17.5,24.9,15.3,4.04
1967,10,56.3,15,5.43,2,62,77.7,5,12.5,20,11.3,6.86
1967,11,65.2,12.8,19.61,1.5,45,25.4,-0.9,5.5,11.9,6.3,9.46
1967,12,68.3,11.5,23.91,1.1,34.1,136.2,-2.8,3,8.8,5.6,15.05
1968,1,67.8,11.7,28.91,0.9,27.9,62.2,-8.1,-2.2,3.7,3.9,10.95
1968,2,61.3,13.1,26.12,1.5,43.5,2.5,-6.8,-0.2,6.4,3.6,6.17
1968,3,62.5,16.4,15.52,3,93,84.9,0.9,9.1,17.3,6.5,12.58
1968,4,62.1,16.1,4.68,3.9,117,44.9,5.3,13.3,21.4,8.5,9.07
1968,5,70.8,15.1,1.01,3.3,102.3,129.3,7.9,15.4,23,13.2,13.85
1968,6,63.4,15.7,0,4.3,129,117.5,14,21.8,29.7,19.5,14.43
1968,7,62.6,13.7,0,4.2,130.2,126.3,17,23.8,30.7,22.4,8.39
1968,8,56.7,15.3,0,4.1,127.1,90,16.5,24.1,31.8,23.1,10.85
1968,9,54.1,16.5,0,3.1,93,34.8,11.4,19.6,27.9,18.3,9.1
1968,10,58.6,13.8,1.91,2.2,68.2,57.8,7.1,14,20.9,11.7,9.3
1968,11,71.4,12.2,11.43,1.7,51,95.1,2.3,8.4,14.5,7.3,11.97
1968,12,67.1,11.4,26.19,1.1,34.1,41.9,-4.9,0.8,6.5,4.4,10.66
1969,1,70.5,12,27.84,1,31,47.1,-6.7,-0.7,5.3,4.2,11.45
1969,2,70,9.5,22.71,1.3,36.4,34.2,-3.9,0.9,5.7,4.5,10.31
1969,3,64.7,13.9,23.09,2.2,68.2,45.8,-2.1,4.9,11.9,5.4,8.78
1969,4,63.6,15.9,4.13,3.7,111,52.7,5.6,13.5,21.5,9.4,9.58
1969,5,61.7,15.9,0,4.3,133.3,45,10.2,18.1,26.1,13.4,8.26
1969,6,66.8,14.4,0,4.5,135,65.2,15.6,22.8,30,19.3,11.8
1969,7,68.1,12.6,0,4.2,130.2,190.2,18.1,24.4,30.7,22.7,15.64
1969,8,60.6,14.4,0,3.5,108.5,129,15.2,22.4,29.6,22.7,13.38
1969,9,62.9,14.2,0,2.8,84,81.7,11.7,18.8,25.9,17.6,10.26
1969,10,61.5,16.3,6.06,2.1,65.1,24.2,4.7,12.8,21,11.5,5.74
1969,11,71.3,12.7,17.86,1.5,45,48.7,-0.2,6.2,12.6,6.8,9.5
1969,12,71.3,9.1,25.57,1,31,102.7,-4.3,0.3,4.9,4.2,16.07
1970,1,66.5,12.3,29.55,1.1,34.1,34.6,-9.1,-2.9,3.3,3.2,9.53
1970,2,62.6,13.3,24.01,1.5,42,65.8,-5.3,1.4,8.1,4.4,11.31
1970,3,67.8,12.6,23.21,1.8,55.8,71.3,-2.2,4.1,10.4,6,11.25
1970,4,63.3,14.6,4.87,3.5,105,90.1,5.2,12.5,19.8,8.9,14.69
1970,5,63.9,15.6,0,4.2,130.2,44.7,11,18.8,26.6,14.4,11.17
1970,6,58.8,14.6,0,4.5,135,89.5,14.9,22.2,29.5,19.2,10.55
1970,7,69.5,13.8,0,3.9,120.9,203.3,16.7,23.6,30.5,23.3,15.35
1970,8,57.2,13.6,0,3.8,117.8,102.3,16.2,23,29.8,22.1,7.1
1970,9,59,16.6,0,3.6,108,47.7,13.2,21.5,29.8,18.2,7.27
1970,10,65.1,13.7,2.04,2,62,69.1,7,13.8,20.7,12.5,8.2
1970,11,70.7,11.8,12.7,1.5,45,122.1,1.8,7.7,13.6,7.5,12.58
1970,12,66.9,10.8,23.91,1.2,37.2,59.7,-2.8,2.6,8,4.9,12.64
1971,1,73,11.3,28.09,1.1,34.1,65.9,-7,-1.3,4.4,3.6,10.78
1971,2,69.6,12.2,22.52,1.5,42,96.1,-3.7,2.4,8.5,4.8,14.94
1971,3,72.1,13.8,21.52,2.6,80.6,40.6,-1.4,5.5,12.4,4.5,10.35
1971,4,60.4,17.7,9.7,4.3,129,51.1,3,11.8,20.7,6,9.41
1971,5,62.3,14.7,0.28,4,124,193.8,8.9,16.2,23.6,11.8,15.92
1971,6,63.4,13.7,0,4.4,132,75.8,15.8,22.6,29.5,19.9,8.53
1971,7,66.7,13.5,0,4.1,127.1,119.9,16.4,23.1,29.9,21,12.51
1971,8,63.4,14,0,3.6,111.6,89.3,15.2,22.2,29.2,20.9,12.93
1971,9,61.5,11.9,0,3,90,112.8,15,20.9,26.9,19.6,8.52
1971,10,62.5,11.2,0,2.1,65.1,136.3,10.8,16.4,22,14.5,11.26
1971,11,66,12.4,13.21,1.7,51,64.9,1.6,7.8,14,7.1,11.31
1971,12,71,12.5,17.39,1.4,43.4,17.7,0.2,6.4,12.7,6.8,9.87
1972,1,68.2,11.9,24.15,1.3,40.3,42,-3,3,9,5.2,11.93
1972,2,72.6,11.4,24.21,1.5,43.5,112.2,-4.6,1.1,6.8,4.1,14.35
1972,3,67.9,13.1,17.13,2.5,77.5,34.3,0.3,6.8,13.4,5.6,10.27
1972,4,64.5,15.3,7.14,3.5,105,105,4.1,11.7,19.4,8.2,13.09
1972,5,65.9,13.5,0,3.7,114.7,136.9,9.9,16.6,23.4,13.4,14.86
1972,6,68.9,12.9,0,3.8,114,243.3,13.3,19.7,26.2,17.1,17.78
1972,7,70.5,12.2,0,3.8,117.8,121,17.5,23.6,29.7,22.8,11.01
1972,8,63.7,13.6,0,3.6,111.6,61.3,15.6,22.4,29.2,21.6,9.68
1972,9,61.6,13.8,0,3.1,93,46.9,13.4,20.3,27.2,17.7,7.85
1972,10,65.7,14,5.43,2.2,68.2,181.6,5,12,19,9.4,9.16
1972,11,74,11.2,15.02,1.5,45,170.3,0.9,6.5,12.1,6.8,14.27
1972,12,81,10,17.13,1.2,37.2,126.8,0.3,5.3,10.3,6.4,14
1973,1,67.8,12.5,25.15,1.6,49.6,69.3,-3.9,2.4,8.7,4.2,12.36
1973,2,66.1,13.1,23.74,1.7,47.6,57,-5,1.6,8.2,4.1,11.4
1973,3,74.6,12.3,8.08,2.4,74.4,68,3.8,9.9,16.1,8.3,11.9
1973,4,72.4,12.2,3.95,3,90,149,5.7,11.8,17.9,8.9,13.59
1973,5,73.6,13.1,0.08,3.6,111.6,104.7,9.4,15.9,22.5,12.1,12.53
1973,6,62.5,13.2,0,4.3,129,95,16.1,22.7,29.3,20.7,10.09
1973,7,64.9,13.4,0,4.2,130.2,87.4,17.2,23.9,30.6,22.1,10.53
1973,8,62.9,12.8,0,3.9,120.9,128.3,17.5,23.9,30.3,22.1,11.41
1973,9,59.1,14.2,0,3.4,102,53.1,14,21.1,28.2,17.8,7.36
1973,10,54.2,14.5,1.42,2.5,77.5,84.4,7.5,14.7,22,11.4,7.21
1973,11,66.1,14,11.43,2.1,63,32.7,2.3,9.3,16.3,7.1,7.96
1973,12,72.8,9.7,23.09,1.1,34.1,131.9,-2.1,2.8,7.7,5.2,16.5
1974,1,72.6,11.5,19.24,1.5,46.5,74.5,-0.5,5.3,11.1,6,12.26
1974,2,68.8,13,23,1.8,50.4,28.6,-4.2,2.3,8.8,4,8.7
1974,3,68.4,13.4,13.39,2.7,83.7,70.5,1.7,8.4,15.1,6.4,13.52
1974,4,63.6,15.5,3.61,3.9,117,32,5.9,13.6,21.4,8.5,10.49
1974,5,70,13.6,0,3.4,105.4,111.1,10.4,17.2,24,15,13.22
1974,6,67.8,12.5,0,3.9,117,149.1,13.7,19.9,26.2,17.2,11.64
1974,7,59,14.3,0,4.5,139.5,49.5,16.3,23.4,30.6,20.9,6.66
1974,8,70.1,12.2,0,3.4,105.4,83.4,17,23.1,29.2,23,12.62
1974,9,67.5,13.5,0,2.8,84,117.3,12.2,18.9,25.7,16.8,10.67
1974,10,52.2,16.6,7.38,2.6,80.6,33,4.1,12.4,20.7,8.9,5.57
1974,11,70,14,13.73,1.8,54,51.9,1.4,8.4,15.4,7.3,7.57
1974,12,72.7,10.9,22.49,1.3,40.3,139.4,-1.8,3.7,9.2,5.4,13.66
1975,1,68.7,12.5,24.6,1.2,37.2,62.7,-3.4,2.9,9.2,5.4,13.64
1975,2,77.5,11.5,21.18,1.5,42,53.5,-2.4,3.4,9.2,5.3,10.04
1975,3,74.9,12.2,18.71,2.2,68.2,149.7,-0.3,5.8,11.9,5.7,15.1
1975,4,64.7,13.5,8.74,3.4,102,51.3,3.4,10.1,16.9,6.7,9.79
1975,5,66.5,13.9,0,3.8,117.8,108.5,11.8,18.7,25.7,15.8,14.21
1975,6,64.8,12.7,0,4.2,126,98.9,15.5,21.8,28.2,18.7,9.14
1975,7,61.7,12.9,0,4.2,130.2,129,16.9,23.3,29.8,21.9,13.91
1975,8,65.3,13.7,0,3.9,120.9,112.5,17.4,24.2,31.1,22.7,10.82
1975,9,67.9,11.7,0,2.6,78,217.8,12.4,18.2,24.1,16.6,16.63
1975,10,59.8,14.4,0.83,2.5,77.5,60.1,8.1,15.3,22.5,11.9,8.18
1975,11,63.5,14.5,9.22,2.1,63,50,3.2,10.4,17.7,8.1,9.37
1975,12,67.4,10.7,23.91,1.2,37.2,60.6,-2.8,2.6,8,5,14.1
1976,1,65.5,10.7,27.05,1.3,40.3,109.4,-5.8,-0.4,5,3.5,14.69
1976,2,69.6,15,17.51,2.4,69.6,28.8,-0.3,7.2,14.7,5.5,9.28
1976,3,70.7,15,13.39,2.9,89.9,55.9,1.7,9.2,16.7,6.6,11.27
1976,4,59.4,17.1,4.87,4.3,129,45.3,5.2,13.7,22.3,7.9,7.31
1976,5,69.9,14.5,0.15,3.9,120.9,106.1,9.2,16.4,23.7,11.8,11.93
